BASIC,pack_current,pack_inst_voltage,pack_soc,relay_state,checksum,BMS_TEMP,pack_dcl,pack_ccl,BMS_high_temp,BMS_low_temp,checksum,STRINGS,high_cell_voltage,high_cell_voltage_id,low_cell_voltage,low_cell_voltage_id,checksum,BATTERY_TEMP,cell_high_temp,high_thermistor_id,cell_low_temp,low_thermistor_id,avg_temp,internal_temp,checksum,HEALTH,pack_health,adaptive_total_capacity,input_supply_voltage,checksum,CELL,cell_id,instant_voltage,internal_resistance,open_voltage,checksum,timestamp
BASIC,-7.1000000000000005,89.3,45.0,46312,185,BMS_TEMP,180,48,27,20,204,STRINGS,3.9011,14,3.782,11,25344,BATTERY_TEMP,27,1,20,127,26,27,58368,HEALTH,100,0,12.6,27212,CELL,5,3.9002,477,3.866,0,2026-04-02 12:47:52.143310
BASIC,-7.1000000000000005,89.3,45.0,46312,185,BMS_TEMP,180,48,27,20,204,STRINGS,3.9012,14,3.782,11,25600,BATTERY_TEMP,27,1,20,127,26,27,58368,HEALTH,100,0,12.6,27212,CELL,14,3.8906,477,3.8563,0,2026-04-02 12:47:52.559229
BASIC,-7.2,89.3,45.0,46312,184,BMS_TEMP,180,48,27,20,204,STRINGS,3.9013,14,3.7821,11,26112,BATTERY_TEMP,27,1,20,127,26,27,58368,HEALTH,100,0,12.6,27212,CELL,3,3.8882,477,3.8541,0,2026-04-02 12:47:52.764795
BASIC,-7.2,89.3,45.0,46312,184,BMS_TEMP,180,48,27,20,204,STRINGS,3.9013,14,3.7821,11,26112,BATTERY_TEMP,27,1,20,127,26,27,58368,HEALTH,100,0,12.6,27212,CELL,9,3.8867,477,3.8525,0,2026-04-02 12:47:52.972988
BASIC,-7.2,89.3,45.0,46312,184,BMS_TEMP,180,48,27,20,204,STRINGS,3.9011,14,3.782,11,25344,BATTERY_TEMP,27,1,20,127,26,27,58368,HEALTH,100,0,12.6,27212,CELL,15,3.8923,477,3.8581,0,2026-04-02 12:47:53.181033
BASIC,-7.2,89.3,45.0,46312,184,BMS_TEMP,180,48,27,20,204,STRINGS,3.9012,14,3.7821,11,25856,BATTERY_TEMP,27,1,20,127,26,27,58368,HEALTH,100,0,12.6,27212,CELL,21,3.8933,477,3.8589,0,2026-04-02 12:47:53.327072
BASIC,-7.2,89.3,45.0,46312,184,BMS_TEMP,180,48,27,20,204,STRINGS,3.9012,14,3.7821,11,25856,BATTERY_TEMP,27,1,20,127,26,27,58368,HEALTH,100,0,12.6,27212,CELL,1,3.8808,477,3.8466,0,2026-04-02 12:47:53.496119
BASIC,-7.2,89.3,45.0,46312,184,BMS_TEMP,180,48,27,20,204,STRINGS,3.9013,14,3.7822,11,26368,BATTERY_TEMP,27,1,20,127,26,27,58368,HEALTH,100,0,12.6,27212,CELL,7,3.8868,477,3.8523,0,2026-04-02 12:47:53.635220
BASIC,-7.2,89.3,45.0,46312,184,BMS_TEMP,180,48,27,20,204,STRINGS,3.9013,14,3.782,11,25856,BATTERY_TEMP,27,1,20,127,26,27,58368,HEALTH,100,0,12.6,27212,CELL,10,3.7821,477,3.7477,0,2026-04-02 12:47:53.776696
BASIC,-7.2,89.3,45.0,46312,184,BMS_TEMP,180,48,27,20,204,STRINGS,3.9013,14,3.7821,11,26112,BATTERY_TEMP,27,1,20,127,26,27,58368,HEALTH,100,0,12.6,27212,CELL,13,3.9013,477,3.867,0,2026-04-02 12:47:54.012349
BASIC,-7.2,89.3,45.0,46312,184,BMS_TEMP,180,48,27,20,204,STRINGS,3.9013,14,3.7821,11,26112,BATTERY_TEMP,27,1,20,127,26,27,58368,HEALTH,100,0,12.6,27212,CELL,22,3.8923,477,3.8579,0,2026-04-02 12:47:54.155313
BASIC,-7.2,89.3,45.0,46312,184,BMS_TEMP,180,48,27,20,204,STRINGS,3.9014,14,3.782,11,26112,BATTERY_TEMP,27,1,20,127,26,27,58368,HEALTH,100,0,12.6,27212,CELL,2,3.8815,477,3.8472,0,2026-04-02 12:47:54.534529
BASIC,-7.2,89.3,45.0,46312,184,BMS_TEMP,180,48,27,20,204,STRINGS,3.9013,14,3.7822,11,26368,BATTERY_TEMP,27,1,20,127,26,27,58368,HEALTH,100,0,12.6,27212,CELL,14,3.8907,477,3.8563,0,2026-04-02 12:47:54.675668
BASIC,-7.2,89.3,45.0,46312,184,BMS_TEMP,180,48,27,20,204,STRINGS,3.9014,14,3.7822,11,26624,BATTERY_TEMP,27,1,20,127,26,27,58368,HEALTH,100,0,12.6,27212,CELL,17,3.895,477,3.8607,0,2026-04-02 12:47:54.817404
BASIC,-7.2,89.3,45.0,46312,184,BMS_TEMP,180,48,27,20,204,STRINGS,3.9013,14,3.7821,11,26112,BATTERY_TEMP,27,1,20,127,26,27,58368,HEALTH,100,0,12.6,27212,CELL,17,3.895,477,3.8606,0,2026-04-02 12:47:55.162922
BASIC,-7.2,89.3,45.0,46312,184,BMS_TEMP,180,48,27,20,204,STRINGS,3.9013,14,3.7823,11,26624,BATTERY_TEMP,27,1,20,127,26,27,58368,HEALTH,100,0,12.6,27212,CELL,9,3.887,477,3.8526,0,2026-04-02 12:47:55.302258
BASIC,-7.2,89.3,45.0,46312,184,BMS_TEMP,180,48,27,20,204,STRINGS,3.9014,14,3.7822,11,26624,BATTERY_TEMP,27,1,20,127,26,27,58368,HEALTH,100,0,12.6,27212,CELL,12,3.8889,477,3.8545,0,2026-04-02 12:47:55.471962
BASIC,-7.1000000000000005,89.3,45.0,46312,185,BMS_TEMP,180,48,27,20,204,STRINGS,3.9014,14,3.7821,11,26368,BATTERY_TEMP,27,1,20,127,26,27,58368,HEALTH,100,0,12.6,27212,CELL,18,3.8934,477,3.8589,0,2026-04-02 12:47:55.610564
BASIC,-7.2,89.3,45.0,46312,184,BMS_TEMP,180,48,27,20,204,STRINGS,3.9013,14,3.7823,11,26624,BATTERY_TEMP,27,1,20,127,26,27,58368,HEALTH,100,0,12.6,27212,CELL,21,3.8932,477,3.859,0,2026-04-02 12:47:55.892064
BASIC,-7.2,89.3,45.0,46312,184,BMS_TEMP,180,48,27,20,204,STRINGS,3.9013,14,3.7822,11,26368,BATTERY_TEMP,27,1,20,127,26,27,58368,HEALTH,100,0,12.6,27212,CELL,7,3.8869,477,3.8523,0,2026-04-02 12:47:56.029409
